20MICRONS,0
21STCENMGM,0
3IINFOTECH,0
3MINDIA,0
3PLAND,0
5PAISA,0
63MOONS,0
8KMILES,0
A2ZINFRA,1
AAKASH,0
AARON,0
AARTIDRUGS,0
AARTIIND,1
AARTISURF,0
AARVEEDEN,0
AARVI,0
AAVAS,0
ABAN,0
ABB,1
ABBOTINDIA,0
ABCAPITAL,0
ABFRL,0
ABMINTLTD,0
ACC,1
ACCELYA,0
ACCURACY,0
ACE,0
ADANIENT,1
ADANIGAS,0
ADANIGREEN,0
ADANIPORTS,0
ADANIPOWER,0
ADANITRANS,0
ADFFOODS,1
ADHUNIKIND,0
ADL,0
ADORWELD,1
ADROITINFO,0
ADSL,0
ADVANIHOTR,0
ADVENZYMES,0
AEGISCHEM,0
AFFLE,0
AGARIND,0
AGCNET,0
AGRITECH,0
AGROPHOS,0
AHLEAST,0
AHLUCONT,1
AHLWEST,0
AIAENG,0
AIRAN,0
AJANTPHARM,0
AJMERA,0
AKASH,0
AKSHARCHEM,0
AKSHOPTFBR,0
AKZOINDIA,0
ALANKIT,0
ALBERTDAVD,0
ALCHEM,0
ALEMBICLTD,0
ALICON,0
ALKALI,0
ALKEM,0
ALKYLAMINE,0
ALLCARGO,1
ALLSEC,0
ALMONDZ,0
ALOKINDS,0
ALPA,0
ALPHAGEO,1
ALPSINDUS,0
AMARAJABAT,0
AMBER,0
AMBIKCO,0
AMBUJACEM,0
AMDIND,0
AMJLAND,0
AMRUTANJAN,0
ANANTRAJ,1
ANDHRACEMT,0
ANDHRAPAP,0
ANDHRSUGAR,0
ANGELBRKG,0
ANIKINDS,1
ANKITMETAL,0
ANSALAPI,1
ANSALHSG,1
ANUP,0
APARINDS,1
APCL,0
APCOTEXIND,0
APEX,1
APLAPOLLO,0
APLLTD,0
APOLLO,0
APOLLOHOSP,0
APOLLOPIPE,0
APOLLOTYRE,0
APOLSINHOT,0
APTECHT,0
ARCHIDPLY,0
ARCHIES,0
ARCOTECH,1
ARENTERP,0
ARIES,0
ARIHANT,0
ARIHANTSUP,0
ARMANFIN,0
AROGRANITE,0
ARROWGREEN,0
ARSHIYA,0
ARSSINFRA,0
ARTEMISMED,0
ARVIND,0
ARVINDFASN,0
ARVSMART,0
ASAHIINDIA,0
ASAHISONG,0
ASAL,0
ASALCBR,0
ASHAPURMIN,0
ASHIANA,0
ASHIMASYN,0
ASHOKA,0
ASHOKLEY,1
ASIANHOTNR,0
ASIANPAINT,0
ASIANTILES,0
ASPINWALL,0
ASTEC,0
ASTERDM,0
ASTRAL,0
ASTRAMICRO,0
ASTRAZEN,1
ASTRON,0
ATFL,0
ATLANTA,0
ATLASCYCLE,0
ATUL,0
ATULAUTO,0
AUBANK,0
AURIONPRO,0
AUROPHARMA,0
AUSOMENT,0
AUTOAXLES,0
AUTOIND,0
AUTOLITIND,0
AVADHSUGAR,0
AVANTIFEED,0
AVTNPL,0
AWHCL,0
AXISBANK,0
AXISCADES,0
AYMSYNTEX,0
BAFNAPH,0
BAGFILMS,0
BAJAJ-AUTO,0
BAJAJCON,0
BAJAJELEC,0
BAJAJFINSV,1
BAJAJHIND,0
BAJAJHLDNG,0
BAJFINANCE,0
BALAJITELE,0
BALAMINES,0
BALAXI,0
BALKRISHNA,0
BALKRISIND,0
BALLARPUR,0
BALMLAWRIE,0
BALPHARMA,0
BALRAMCHIN,0
BANARBEADS,0
BANARISUG,0
BANCOINDIA,0
BANDHANBNK,0
BANG,0
BANKA,0
BANKBARODA,0
BANKINDIA,0
BANSWRAS,1
BARTRONICS,0
BASF,0
BASML,0
BATAINDIA,0
BAYERCROP,0
BBL,0
BBTC,0
BCG,0
BCP,0
BDL,0
BEARDSELL,0
BECTORFOOD,0
BEDMUTHA,0
BEL,0
BEML,0
BEPL,0
BERGEPAINT,0
BFINVEST,0
BFUTILITIE,0
BGRENERGY,0
BHAGERIA,0
BHAGYANGR,0
BHAGYAPROP,0
BHANDARI,0
BHARATFORG,0
BHARATGEAR,0
BHARATRAS,0
BHARATWIRE,0
BHARTIARTL,0
BHEL,0
BIGBLOC,0
BIL,0
BILENERGY,0
BINDALAGRO,0
BIOCON,0
BIOFILCHEM,0
BIRLACABLE,0
BIRLACORPN,0
BIRLAMONEY,0
BIRLATYRE,0
BKMINDST,0
BLBLIMITED,0
BLISSGVS,0
BLKASHYAP,0
BLS,0
BLUEDART,0
BLUESTARCO,0
BODALCHEM,0
BOMDYEING,0
BOROLTD,0
BORORENEW,0
BOSCHLTD,0
BPCL,0
BPL,0
BRFL,0
BRIGADE,0
BRITANNIA,0
BRNL,0
BROOKS,0
BSE,0
BSELINFRA,0
BSHSL,0
BSL,0
BSOFT,0
BURGERKING,0
BURNPUR,0
BUTTERFLY,0
BVCL,0
BYKE,0
CADILAHC,0
CALSOFT,0
CAMLINFINE,0
CAMS,0
CANBK,0
CANDC,0
