Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,47.11000061035156,46.63999938964844,46.63999938964844,47.029998779296875,573700.0,44.71217346191406
2020-01-02,47.099998474121094,45.91999816894531,47.029998779296875,46.09000015258789,376300.0,43.81850051879883
2020-01-03,46.61000061035156,45.869998931884766,45.900001525878906,46.400001525878906,582500.0,44.11322784423828
2020-01-06,46.65999984741211,46.06999969482422,46.31999969482422,46.13999938964844,629100.0,43.86603546142578
2020-01-07,46.220001220703125,44.81999969482422,46.029998779296875,45.150001525878906,613300.0,42.92483139038086
2020-01-08,45.40999984741211,44.83000183105469,45.150001525878906,45.040000915527344,564300.0,42.820247650146484
2020-01-09,45.189998626708984,44.81999969482422,45.0,45.06999969482422,565800.0,42.84877014160156
2020-01-10,45.880001068115234,45.040000915527344,45.08000183105469,45.75,847800.0,43.49525451660156
2020-01-13,46.11000061035156,45.59000015258789,45.7400016784668,45.95000076293945,586800.0,43.685401916503906
2020-01-14,46.0099983215332,45.560001373291016,45.91999816894531,45.97999954223633,508900.0,43.71392059326172
2020-01-15,46.38999938964844,45.939998626708984,46.09000015258789,46.13999938964844,700700.0,43.86603546142578
2020-01-16,46.459999084472656,46.02000045776367,46.209999084472656,46.380001068115234,716200.0,44.09421157836914
2020-01-17,46.56999969482422,46.290000915527344,46.43000030517578,46.33000183105469,870000.0,44.04667282104492
2020-01-21,46.65999984741211,46.369998931884766,46.4900016784668,46.5099983215332,1055000.0,44.217803955078125
2020-01-22,46.900001525878906,46.27000045776367,46.63999938964844,46.369998931884766,595000.0,44.08470153808594
2020-01-23,47.20000076293945,46.31999969482422,46.45000076293945,47.13999938964844,484100.0,44.81675338745117
2020-01-24,47.25,46.689998626708984,47.189998626708984,46.900001525878906,449800.0,44.58858108520508
2020-01-27,47.04999923706055,46.54999923706055,46.709999084472656,46.779998779296875,537200.0,44.47449493408203
2020-01-28,47.09000015258789,46.61000061035156,46.86000061035156,46.68000030517578,569400.0,44.379425048828125
2020-01-29,46.29999923706055,45.7400016784668,46.2400016784668,45.7599983215332,593500.0,43.94725036621094
2020-01-30,46.2599983215332,45.540000915527344,45.65999984741211,46.20000076293945,1091100.0,44.36981964111328
2020-01-31,46.31999969482422,45.689998626708984,46.22999954223633,45.869998931884766,1261800.0,44.05289077758789
