20MICRONS,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/20microns/2M
3IINFOTECH,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/3iinfotech/I11
LT,"http://www.moneycontrol.com/india/stockpricequote/licmfgseclt/licmfgsecltetf/LIC06
LT,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/likhamiconsulting/LC06
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/lookshealthservices/MHS
LT,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/loyaltextilesmills/LTM
LT,"http://www.moneycontrol.com/india/stockpricequote/foodprocessing/ltfoods/LTF
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdi/LTF03
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdiii/LTF01
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdiv/LTF02
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/mahalaxmiseamless/MS03
LT,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/maharashtraelektrosmelt/MEL01
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/manindustriesindia/MII
LT,"http://www.moneycontrol.com/india/stockpricequote/agriculture/mangalamglobalenterprise/MGE01
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/marathonnextgenrealty/MNR
LT,"http://www.moneycontrol.com/india/stockpricequote/diversified/marveldecorltd/MDL
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/matrarealty/MR04
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/maxhealthcareinstitutelimited/MHI
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/mayukhdealtrade/MD02
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE
LT,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/mecaquilts/MQL
LT,"http://www.moneycontrol.com/india/stockpricequote/electricals/meltronsemiconductors/MS11
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/metalmanindustries/MI11
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/metropolishealthcare/MH06
LT,"http://www.moneycontrol.com/india/stockpricequote/diversified/miltonindustries/MI44
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindpooltechnologies/MT09
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/minoltafinance/MFL06
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mishradhatunigamltd/MDN
LT,"http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/mitconconsultancyengineeringservices/MCE01
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mittallifestyleltd/MLS
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mmpindustriesltd/MIL17
LT,"http://www.moneycontrol.com/india/stockpricequote/diversified/mohinihealthhygiene/MHH
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mokshornamentsltd/MOl02
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mrinaltexturisingindustries/MTI03
LT,"http://www.moneycontrol.com/india/stockpricequote/computershardware/mrotekrealty/MRO
LT,"http://www.moneycontrol.com/india/stockpricequote/mudrafinancial/mudrafinancialservicesltd/MUDRA53981
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/mukatpipes/MP14
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/mukeshstripstubes/MST01
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/muktaagriculture/PA08
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multiarcindia/MAI02
LT,"http://www.moneycontrol.com/india/stockpricequote/plastics/multibaseindia/MI51
LT,"http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/multilacsurfacecoatingi/MSC01
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/multiplusholding/MH07
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/multipurpose/M07
LT,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/munothcommunicationltd/MC19
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/nagarjunajiyoindustries/NJI
LT,"http://www.moneycontrol.com/india/stockpricequote/plastics/navaltechnoplastindustries/NTI01
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/nccbluewaterproducts/NCC
LT,"http://www.moneycontrol.com/india/stockpricequote/trading/negotiuminternationaltrade/MIT
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/newgensoftwaretechnologiesltd/NST01
LT,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/nibeltd/KF
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftyrealty/CNX14
LT,"http://www.moneycontrol.com/india/stockpricequote/chemicals/nilsinultrachem/NUL01
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/niyoginfintechltd/MGF03
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/nilaspacesltd/NILAS7450
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/oilcountrytubular/OCT
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/onepointonesolutionsltd/OPO
LT,"http://www.moneycontrol.com/india/stockpricequote/cablestelephone/opteltelecommunications/OT02
LT,"http://www.moneycontrol.com/india/stockpricequote/couriers/orbitmultimedia/OM01
LT,"http://www.moneycontrol.com/india/stockpricequote/chemicals/orientalaromaticsltd/CAP
LT,"http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/orientaltrimex/OT6
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/oriqua/O
LT,"http://www.moneycontrol.com/india/stockpricequote/transportlogistics/orissabengalcarrierltd/OBC01
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/paseafoodexports/PAS
LT,"http://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/paisalodigitalltd/SEI03
LT,"http://www.moneycontrol.com/india/stockpricequote/sugar/parvatisweetnerspowerlt/PARVA54134
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/pdsmultinationalfashions/PDS
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/pennaraquaexports/PAE01
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/pentagoldltd/PGL
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pharmaciahealthcare/PH04
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnbgilts/PNB04
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/pnccapitaltrust/PNC01
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/polarisconsultingservices/PSL01
LT,"http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/powerfultechnologies/PT09
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/prakashsteelage/PS16
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/premieraquafarms/PAF01
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/psl/PSL
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/punctualtrading/PTL02
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/pushpanjalifloriculture/PF11
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/quickhealtechnologies/QHT
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/qvcrealtyco/QVC
LT,"http://www.moneycontrol.com/india/stockpricequote/retflongterm/relianceetflongtermgilt/RSL06
LT,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/radanmultimedia/RM03
LT,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/radhikajeweltech/RJI
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rajrayonltd/RRL01
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/rajtubemanufacturingcompany/RTM
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/rajindersteels/RS04
LT,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/rajsanketrealty/SIL02
LT,"http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ramasteeltubes/RST
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ranecomputersconsultancy/RCC
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/rankaquaestates/RAE
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT
LT,"http://www.moneycontrol.com/india/stockpricequote/rdbrealty/rdbrealtyinfrastructure/RDB01
LT,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/realtouchfinance/AC26
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/realtimefinlease/RF06
LT,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/regalentertainmentconsultants/RFC
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/regaliaarealty/RR06
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/remiedelstahltubulars/RMI01
LT,"http://www.moneycontrol.com/india/stockpricequote/chemicals/rhodiaspecialtychemicals/AWC
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/riddhisteeltube/RST01
LT,"http://www.moneycontrol.com/india/stockpricequote/engineering/ridingsconsultingengineersindialtd/RCE
LT,"http://www.moneycontrol.com/india/stockpricequote/diversified/rithwikfacilitymanagementservicesltd/RFM
LT,"http://www.moneycontrol.com/india/stockpricequote/rodiumrealty/rodiumrealty/VC13
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/roltaindia/RI15
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rosekamaltextiles/RTL02
LT,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/routemobileltd/RML02
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/roycemarineproducts/RMP01
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/rrfinancialconsultants/RRF
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rsltextiles/RSL02
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/ssf/SSF03
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/spbserealty/SPB07
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbserealty/SPB17
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ssinfrastructuredevelopmentconsultantsltd/SID01
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sadhnabroadcastltd/SBL04
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/sakarhealthcare/SH15
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/samruddhirealty/SR07
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sangamhealthcareproducts/SHC01
LT,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sanrheatechnicaltextile/STT
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/santoshindustriesltd/SIL17
LT,"http://www.moneycontrol.com/india/stockpricequote/satincreditcar/satincreditcarenetworkltdpp/SCN01
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/saumyaconsultants/SC54
LT,"http://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/sawantfoodsproducts/SFP
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimutualfundsbietf10yeargilt/SBI29
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnummultiplier/SBI04
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sbietfqlty/SBIET7218
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/seagoldaquafarms/SGA
LT,"http://www.moneycontrol.com/india/stockpricequote/secmarkconsult/secmarkconsultancylimited/SCL12
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/secunderabadhealthcare/SH04
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sakumaexportsltd/SAKUM53271
LT,"http://www.moneycontrol.com/india/stockpricequote/trading/shailjacommercialtradefrenzy/SCT03
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/shantanusheoreyaqua/SSA02
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/sharatindustries/SI14
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/shelterinfraprojects/CCA
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shikharconsultants/SC11
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shivominvestmentconsultancy/SIC05
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreeglobaltradefin/SGT
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreeganeshbiotechindialtd/SGB
LT,"http://www.moneycontrol.com/india/stockpricequote/foodprocessing/shrimahalaxmiagriculturaldevelopment/SMA01
LT,"http://www.moneycontrol.com/india/stockpricequote/packaging/shreeramamultitech/SRI01
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/siddharthatubes/ST06
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/siemenshealthcarediagnostics/SHD
LT,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/sigmasolve/SSL14
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sikozyrealtors/GC06
LT,"http://www.moneycontrol.com/india/stockpricequote/packaging/siltapchemicals/SC15
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/simplexrealty/SR04
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/siragaaquafarmsexports/SAF05
LT,"http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/sircapaintsindialtd/SPI06
LT,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/smeltersindia/SIL12
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/smilaxindustries/WAE
LT,"http://www.moneycontrol.com/india/stockpricequote/containerspackaging/smvdpolypackltd/SPP01
LT,"http://www.moneycontrol.com/india/stockpricequote/rubber/somiconveyorbeltings/SCB
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/somkanmarinefoods/SMF01
LT,"http://www.moneycontrol.com/india/stockpricequote/diversified/sonisoyaproductsltd/SSP02
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/southernshelters/SSL06
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/spltechnochem/SL06
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/spvglobaltrading/TCF
LT,"http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/srinivasasmelters/SS20
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/srivenmultitech/SM15
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/stardeltatransformers/SDT02
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/steelstripsinfrastructures/SSI14
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/steeltubesindia/STI04
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/stiproductsindia/STI
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/sumuramaritimetraders/SMT01
LT,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/sundarammultipap/SMP02
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/sunedisoninfrastructure/SEL08
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunilhealthcare/SH13
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunstarrealtydevelopment/SRD
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/supershaktimetaliksltd/SML05
LT,"http://www.moneycontrol.com/india/stockpricequote/financehousing/suprapacificmanagementconsultancy/SPM06
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/suraj/SS54
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/suranisteeltubes/SST01
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/surluxhealthcentres/SHC03
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/suryaroshni/SR01
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/suryachakraseafoods/SSL07
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/suryofoodindustries/SFI
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/suvarnaaquafarmexports/SAF02
LT,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/swedeindiateltronics/SIT01
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/syncomhealthcare/SH03
LT,"http://www.moneycontrol.com/india/stockpricequote/personalcare/talwalkarshealthclubs/TALWG54154
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/tamilnadusteeltubes/TST
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tarachandlogisticsolutionsltd/TCL01
LT,"http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tarahealthfoods/THF
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tarangprojectsconsultant/TPC02
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/tatassl/TSS
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tatiaskylineshealthfarms/TSH
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/taylormaderenewablesltd/TRL
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS
LT,"http://www.moneycontrol.com/india/stockpricequote/technoelectric/technoelectricengineeringcompanyltd/TECHN54214
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/technojetconsultants/TCL
LT,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/tejnakshhealthcare/TH02
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/teknominaquaexportsindia/TAE
LT,"http://www.moneycontrol.com/india/stockpricequote/chemicals/tgvsraacltd/SRA
LT,"http://www.moneycontrol.com/india/stockpricequote/leatherproducts/tinnarubberinfrastructureltd/TO
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/tirumalafujitechaquafarms/TFA
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000
LT,"http://www.moneycontrol.com/india/stockpricequote/transportlogistics/totaltransportsystems/TTS01
LT,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/touchwoodentertainmentltd/TEL
LT,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/tranwaytechnologies/TT18
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK
LT,"http://www.moneycontrol.com/india/stockpricequote/autoancillaries/tubeinvestmentsindialtd/TIIND54076
LT,"http://www.moneycontrol.com/india/stockpricequote/chemicals/ultraintermediates/UIL01
LT,"http://www.moneycontrol.com/india/stockpricequote/electricals/ultrawiringconnectivitysystems/UWC
LT,"http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/ultracabindia/UI20
LT,"http://www.moneycontrol.com/india/stockpricequote/dyespigments/ultramarinepigments/UP02
LT,"http://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/umiyatubes/UT03
LT,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/uniinfotelecomservicesltd/UTS
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/uniroyalmarineexports/UME
LT,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/unistarmultimedia/KF12
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/uravitwedgelampsltd/UWL
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/vallabhsteels/VS13
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/vanteltechnologies/VT07
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/veerhealthcare/NI08
LT,"http://www.moneycontrol.com/india/stockpricequote/dyespigments/vidhispecialtyfoodingredients/VDM
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/vikasmulticorp/VIKAS54265
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/visakhaaquafarms/VAF
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/voltaireleasingfinance/VLF01
LT,"http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/voltamptransformers/VT9
LT,"http://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/waterbase/W04
LT,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/wealthfirstportfoliomanagers/WFP
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspunspecialtysolutions/RMG
LT,"http://www.moneycontrol.com/india/stockpricequote/leatherproducts/weltermaninternational/WI04
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardthealthcare/WH
LT,"http://www.moneycontrol.com/india/stockpricequote/chemicals/yashoindustriesltd/YIL01
LT,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/zandurealty/ZPW
LT,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/zealaqua/ZA
LT,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/zenithglobalconsultants/ZGC
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zenithhealthcare/ZH
LT,"http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/zenithsteelpipesindustries/ZBI
LT,"http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/zenithsteeltubesindustries/AVS
LT,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/zotahealthcare/ZHC
LT,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/7nrretailltd/7RL
LTI,"http://www.moneycontrol.com/india/stockpricequote/personalcare/adormultiproducts/AM01
LTI,"http://www.moneycontrol.com/india/stockpricequote/rubber/advancemultitech/AM02
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/bansalmultiflex/BM01
LTI,"http://www.moneycontrol.com/india/stockpricequote/bodhi/bodhitreemultimedi/BTM03
LTI,"http://www.moneycontrol.com/india/stockpricequote/bodhitreemult/bodhitreemultimedia/BTM04
LTI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/bodhtreeconsulting/BC17
LTI,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/chennaimeenakshimultispecialityhospital/CMM
LTI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/citypulsemultiplex/CPM01
LTI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cyberscapemultimedia/CM03
LTI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cyberspacemultimedia/CM02
LTI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/dcinfotechcommunicationltd/DIC04
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/diggimultitradeltd/DML02
LTI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/digitalmultiforms/DM01
LTI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/divinemultimediaindia/KF16
LTI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/e2enetworks/EN
LTI,"http://www.moneycontrol.com/india/stockpricequote/computershardware/euromultivision/EM02
LTI,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/goldmultifab/GML01
LTI,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/hamcominingsmelting/HAM
LTI,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/haryanasurajmaltings/HSM
LTI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hazoormultiprojects/HMP
LTI,"http://www.moneycontrol.com/india/stockpricequote/diversified/husysconsulting/HC04
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/iclmultitradingindia/IMI
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/indobonitomultinational/IBM01
LTI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/islconsulting/ISL03
LTI,"http://www.moneycontrol.com/india/stockpricequote/hotels/khyatimultimediaentertainment/KME
LTI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/kirloskarmultimedia/KM04
LTI,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/likhamiconsulting/LC06
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multiarcindia/MAI02
LTI,"http://www.moneycontrol.com/india/stockpricequote/plastics/multibaseindia/MI51
LTI,"http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/multilacsurfacecoatingi/MSC01
LTI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/multiplusholding/MH07
LTI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/multipurpose/M07
LTI,"http://www.moneycontrol.com/india/stockpricequote/couriers/orbitmultimedia/OM01
LTI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/pdsmultinationalfashions/PDS
LTI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/polarisconsultingservices/PSL01
LTI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/radanmultimedia/RM03
LTI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/realtimefinlease/RF06
LTI,"http://www.moneycontrol.com/india/stockpricequote/engineering/ridingsconsultingengineersindialtd/RCE
LTI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/routemobileltd/RML02
LTI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnummultiplier/SBI04
LTI,"http://www.moneycontrol.com/india/stockpricequote/packaging/shreeramamultitech/SRI01
LTI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/sigmasolve/SSL14
LTI,"http://www.moneycontrol.com/india/stockpricequote/rubber/somiconveyorbeltings/SCB
LTI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/srivenmultitech/SM15
LTI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/sundarammultipap/SMP02
LTI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/tranwaytechnologies/TT18
LTI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/unistarmultimedia/KF12
LTI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/vikasmulticorp/VIKAS54265
LUMAXIND,"http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxindustries/LI05
