20MICRONS,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/20microns/2M
3IINFOTECH,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/3iinfotech/I11
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/damodarindustries/DT
TI,"http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/darjeelingplantationind/DPI
TI,"http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/darshanoils/DO
TI,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/darshanorna/DO04
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/dataaccessindia/DAI
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/datamaticsglobalservices/DGS01
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/dataproinformationtechnology/DIT
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/datasoftapplicationsoftwareindia/DAS
TI,"http://www.moneycontrol.com/india/stockpricequote/aquaculture/datiwaremaritimeinfra/RAF
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dattmediproducts/DML
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/daulatsecurities/DSL
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dauralaorganics/DO01
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dawnmillscompany/DMC
TI,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/dbinternationalstockbrokers/DBI
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/dbrealty/DR
TI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/dcinfotechcommunicationltd/DIC04
TI,"http://www.moneycontrol.com/india/stockpricequote/dcinfotechc/dcinfotechcommunicationltd/DIC03
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/devotedconstructionlimited/DCL54200
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dclsecurities/DCL03
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dcm/DCM
TI,"http://www.moneycontrol.com/india/stockpricequote/diversified/debocksalesmarketing/DSM03
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/decipherlabs/CD03
TI,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/deepdiamondindia/DDI
TI,"http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/deepenergyresourceslimited/DI24
TI,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertilizerspetrochemicalscoprn/DFP
TI,"http://www.moneycontrol.com/india/stockpricequote/fertilizers/deepakfertiliserspcre/DFP01
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/deepakspinners/DS01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/deepharma/D
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/delighthandpal/DHP01
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/deltacorp/DC11
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/deltapolyesters/DP02
TI,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/denimfashions/DF01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/denischemlab/DCL04
TI,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/denishknitindustries/DKI
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/deorapolytex/DP03
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/derbytextiles/DT02
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/deshrakshakaushadalaya/DRA
TI,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/detroitindustries/DI04
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/devinformationtechnology/DIT02
TI,"http://www.moneycontrol.com/india/stockpricequote/financehousing/dewanhousingfinancecorporation/DHF
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dgpsecurities/DGP01
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/dhabriyapolywood/DP04
TI,"http://www.moneycontrol.com/india/stockpricequote/hotels/dhanadacorporation/VH
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/dhanlaxmifabrics/DF04
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dhanlaxmirotosp/DRS
TI,"http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/dhanukaagritech/DA01
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/dhanukarealty/DR01
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/dhartextilemills/DTM
TI,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/dharnendraoverseas/DO02
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/dhatuforge/DFL
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/dhootindustrialfinance/DIF
TI,"http://www.moneycontrol.com/india/stockpricequote/domesticappliances/dhpindia/DHP02
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/dhruvconsultancyservices/DCS01
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/dhruvestates/DE
TI,"http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/dhunseriteaindustries/DTI03
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/diamantinfrastructure/DIF02
TI,"http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/diamondagroindustries/DAI01
TI,"http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/dianateacompany/DTC
TI,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/diaruzaexports/DE01
TI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/dicindia/DIC02
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/diggimultitradeltd/DML02
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/digispicetechnologies/S13
TI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/digitalmultiforms/DM01
TI,"http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/digjam/D05
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/diligentindustries/YS01
TI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/diligentmediacorporationltd/DMC05
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/dilipbuildcon/DB04
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/dineshengineers/DE05
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/dionglobalsolutions/RT07
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02
TI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/divinemultimediaindia/KF16
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/divyaenterprises/DEL01
TI,"http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/divyajyotiindustries/DJI
TI,"http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/divyashaktigranites/DG02
TI,"http://www.moneycontrol.com/india/stockpricequote/djmediaprint/djmediaprintlogisticsltd/DML03
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/dkchemoplast/DKC
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/dlf/D04
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/dmceducation/DMC04
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dolatinvestments/DI11
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/dollarindustries/DI29
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dolphinlaboratories/DL
TI,"http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/dolphinoffshoreenterprisesi/DOE
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/donearindustries/DI25
TI,"http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/dpsc/DPS
TI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dqentertainmentinternational/DEI01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drdatsonlabs/AL02
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drlalpathlabs/DLP01
TI,"http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/drmsoyproteins/DMS01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslabsncd/DRL01
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/dredgingcorporationindia/DCI
TI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/druckgrafenindia/DI14
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/dskulkarnidevelopers/DSK
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dssanchetisecuritiesfinancialservices/DSS
TI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/dsjcommunication/DSJ
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dsjfinancecorporation/DSJ01
TI,"http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/duckfininternational/DIL01
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/dugarhousingdevelopmentfinanceindia/DHD
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dujohnlaboratories/DL01
TI,"http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/dukeoffshore/DO03
TI,"http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/duncansindustries/DI21
TI,"http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/duncansindustries/DIL02
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/dunemercantilelimited/DML01
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/dupontsportswear/DS05
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/duropack/DP07
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/dutronpolymers/DP08
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/dwitiyatrading/DT10
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dynachempharmaceuticalsexport/DPE01
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/dynaconssystemssolutions/DSS01
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/dynamaticforgingsindia/DFI02
TI,"http://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/dynamicarchistructureslimited/DAL
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dynachempharmaexports/DPE
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/dynastyfinancialcorporation/DFC
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/elandapparel/ML10
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/eserveinternational/ESI04
TI,"http://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/e2enetworks/EN
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/earnesthealthcare/EH
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/earumpharmaceuticals/EP
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/eastbuildtech/CB01
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/eastindiasecurities/EIS01
TI,"http://www.moneycontrol.com/india/stockpricequote/transportlogistics/eastwesttraveltrade/EWT
TI,"http://www.moneycontrol.com/india/stockpricequote/transportlogistics/eastwesttraveltradelinks/EWT01
TI,"http://www.moneycontrol.com/india/stockpricequote/hotels/easterninternationalhotels/EIH02
TI,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/easternsilkindustries/ESI06
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/eberspharmaceuticals/EP06
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/educompsolutions/ES8
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/edynamicssolutions/ES
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/efconsecurities/ESL
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/effingotextiletrading/MTM
TI,"http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/edelweissfinancialservicessecuredredeemable/EFS02
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/eiderelectronics/EE
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/eiderinfotech/EI22
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/ejectamarketing/AMM
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/elforge/ELF
TI,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/elarfashions/EF
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/eldecohous/EH01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/elderhealthcare/EH02
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/elderpharmaceuticals/EP9
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/elderprojects/EP01
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/electrosteelcastings/EC02
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/elegantpharmaceuticals/EP02
TI,"http://www.moneycontrol.com/india/stockpricequote/domesticappliances/elektroflame/EFL01
TI,"http://www.moneycontrol.com/india/stockpricequote/domesticappliances/eliteappliances/EAL
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/eliteconinternational/KJA
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/elnettechnologies/ET03
TI,"http://www.moneycontrol.com/india/stockpricequote/electricequipment/elprointernational/EI03
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/elquepolyesters/EP08
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/emaarmgfland/EML
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/emamirealty/EI23
TI,"http://www.moneycontrol.com/india/stockpricequote/constructionrealestate/embassyofficeparksreit/EOP
TI,"http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/emeraldleasingfinanceinvestmentcompany/ELF05
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/emergypharma/EP04
TI,"http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/emgeecablescommunications/ECC01
TI,"http://www.moneycontrol.com/india/stockpricequote/chemicals/emkayaromatics/EA
TI,"http://www.moneycontrol.com/india/stockpricequote/engineering/emkaytapscuttingtools/ETC02
TI,"http://www.moneycontrol.com/india/stockpricequote/chemicals/emmessarbiotechandnutrition/EBA
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/emmsonsinternational/EIL03
TI,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/empeedistilleries/ED
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/emtexindustriesindia/EII
TI,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/enchantejewellery/EJ
TI,"http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/energydevelopmentcompany/EDC
TI,"http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/enjayesnaturalflavours/ENF
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/enkaytexofoodindustries/ETI
TI,"http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/entegra/E07
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/enterprisesinternational/EI05
TI,"http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/epicenzymerspharmaceuticalsindustrialchem/EEP
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/epsomproperties/EP13
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/erislifesciences/EL01
TI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/esenesforgings/EF06
TI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/eshamediaresearch/LD
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/eskayknit/EK01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/eskaypharmaceuticals/EP05
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/essarsecurities/ES9
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/essemminformationsystems/EIS
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/essjaysynthetics/ES04
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/etpcorporation/ETP
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/ett/ETT
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/eupharmalaboratories/EL
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/eurekaindustries/EI08
TI,"http://www.moneycontrol.com/india/stockpricequote/computershardware/euromultivision/EM02
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/europlastindia/EI09
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/eurotexindustriesexports/EIE
TI,"http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/everestindustries/EI19
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/everestmarketing/EM01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/everestorganics/EO02
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/evergreentextiles/PK
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/everlonsynthetics/ES05
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/everonneducation/EE05
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/evinixaccessories/EA01
TI,"http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/excelcropcare/ECC03
TI,"http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/exeloninfrastructure/EI21
TI,"http://www.moneycontrol.com/india/stockpricequote/detergents/exoticcoal/ACC05
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/expleosolutions/TGS01
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/extolcommercial/EC05
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/fmecinternationalfinancialservices/FMI01
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/fairdealfilaments/FF
TI,"http://www.moneycontrol.com/india/stockpricequote/domesticappliances/falindustries/FAL
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/fazethreeautofab/AFT02
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/fazethreeexports/FTE
TI,"http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/fcioenconnectors/FCI01
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/fcssoftwaresolutions/FCS
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/fenoplast/F
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fermentabiotech/DIL03
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fernhillindustries/FI14
TI,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/ferroalloyscorporation/FAC
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ferroconcretecompanyindia/FCC
TI,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ferventsynergies/FPS
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/fiberwebindia/PVD
TI,"http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/ficomorganics/FO
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/filamentsindia/FI05
TI,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/filatexfashions/FF08
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/filatexindia/FI06
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/finedrugs/FD
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/fintechcommunication/FC03
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/firstwinnerindustries/FWI
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstsourcesolutions/FS07
TI,"http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/flawlessdiamondindia/FDI
TI,"http://www.moneycontrol.com/india/stockpricequote/packaging/flexituffventuresinternational/FI08
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/flomicgloballogistics/VTC01
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/floracorporation/FC08
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/floratextiles/FT01
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/flowertissueindia/FTI
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/focuslightingfixtures/FLF03
TI,"http://www.moneycontrol.com/india/stockpricequote/miscellaneous/focussuitssolutionsservicesltd/FSS01
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/forbesgokak/FG
TI,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH
TI,"http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortismalarhospitals/MH01
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/fortuneinternational/FI11
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/forwardsecurities/FS01
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/fourdimenssecurities/FDS
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/fourthdimensionsolutions/FDS01
TI,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/fourthgenerationinformationsystems/FGI
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fredunpharmaceuticalslimited/FPL01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/freseniuskabioncology/FKO01
TI,"http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/frontiercapital/FLF
TI,"http://www.moneycontrol.com/india/stockpricequote/autoancillaries/frontiersprings/FS02
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/frontlinesecurities/FS08
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/frontlinebusinesssolutions/FBS01
TI,"http://www.moneycontrol.com/india/stockpricequote/transportlogistics/frontlinetransport/FTL01
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/fruitionventure/FV
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fulfordindia/FI13
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/fusionfittings/FF06
TI,"http://www.moneycontrol.com/india/stockpricequote/plastics/fusionpolymers/FPL
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/futurapolyesters/FP
TI,"http://www.moneycontrol.com/india/stockpricequote/transportlogistics/futuresupplychainsolutions/FSC
TI,"http://www.moneycontrol.com/india/stockpricequote/chemicals/futuristicoffshoreservicesandchem/FOS
TI,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/futuristicsecurities/FS03
TI,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/futuristicsolutions/FS9
TI,"http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/gecapitaltransportationfinancialservices/GEC01
TI,"http://www.moneycontrol.com/india/stockpricequote/packaging/gkpprintingpackaging/PP29
TI,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/gaekwarmills/GML
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/gaganpolycotindia/GPI01
TI,"http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gailindia/GAI
TI,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/gajanansecuritiesservices/GSS
TI,"http://www.moneycontrol.com/india/stockpricequote/printingstationery/galaglobalproductsltd/GPC
TI,"http://www.moneycontrol.com/india/stockpricequote/financeothers/galacticocorporateservices/GCS
TI,"http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/galadapowertelecommunications/GPT
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/latentlightfinance/GC21
TI,"http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/gallanttispat/GI
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gammonindia/GI03
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gammoninfrastructureprojects/GIP01
TI,"http://www.moneycontrol.com/india/stockpricequote/trading/ganapatiexports/GE03
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/gandhidhamspgmfgco/GSM03
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/shreeganeshforgings/SGF02
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/ganeshfoundrycastings/GFC02
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ganeshhousingcorporation/GHC02
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ganeshaecosphere/GP01
TI,"http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/gangapharmaceuticals/GPL02
TI,"http://www.moneycontrol.com/india/stockpricequote/domesticappliances/gangadharanappliances/GA02
TI,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/gangessecurities/GS16
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/gangotritextiles/GT
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/gardensilkmills/GSM
TI,"http://www.moneycontrol.com/india/stockpricequote/castingsforgings/gargforgingscastings/GFC03
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/garlonpolyfabindustries/GPI02
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/garnetconstruction/GC01
TI,"http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/garnetinternational/GI28
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/garwarenylons/GNL
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/garwaresynthetics/GS02
TI,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/garwaretechnicalfibres/GWR
TI,"http://www.moneycontrol.com/india/stockpricequote/couriers/gati/G04
TI,"http://www.moneycontrol.com/india/stockpricequote/engineeringconstruction/gayatrihighways/GAYAH54154
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/gayatriprojects/GP10
TI,"http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/gayatritissuepapers/GTP
