MIRCELECTR,100279
VIDEOIND,111389
WFL,292458
EUROMULTI,208128
0,131158
0,267529
JINDALSAW,100378
LAXMIMACH,100252
0,104959
0,105358
INDIANCARD,109692
0,285556
0,105302
GLAND,235355
ALKEM,212427
INDNIPPON,132240
GNA,211130
MFSL,100271
IIFLWAM,228974
WESTLIFE,105533
BSE,207901
EBIXFOREX,223077
0,285139
BETA,287380
0,124506
0,131637
0,131398
0,220082
LYKALABS,100259
BALPHARMA,124824
ALPA,132878
0,130665
ORBTEXP,112626
0,245147
0,114215
DONEAR,112519
INDTERRAIN,222623
MAFATLAIND,100264
NDL,132641
FAZETHREE,130079
0,278531
PNBHOUSING,217757
0,109835
0,103863
0,114400
0,121080
0,270101
MIDINDIA,100277
WOOLWORTH,114144
0,121188
0,114113
0,126159
0,107645
VIKASECO,130961
SHAWGELTIN,126739
VIKASWSP,119307
GOCLCORP,106480
ULTRACEMCO,132538
SHREECEM,100387
AMBUJACEM,100425
ACC,100410
DALBHARAT,293380
RAMCOCEM,100260
JKCEMENT,132644
INDIACEM,130005
HEIDELBERG,100292
INDIGO,222055
HAL,219494
SPICEJET,100285
JETAIRWAYS,132617
0,281896
TANEJAERO,122229
GLOBALVECT,132773
ENDURANCE,215477
MINDAIND,132539
WABCOINDIA,200515
SUNCLAYLTD,120056
VARROC,214437
MAHSCOOTER,100266
SUPRAJIT,132509
JAMNAAUTO,120051
SUBROS,117168
PNCINFRA,200094
KNRCON,200046
SWSOLAR,295131
IRCON,123596
IRB,200048
NCC,100294
BLISSGVS,106197
UNICHEMLAB,106690
AMRUTANJAN,190006
NEULANDLAB,124558
HESTERBIO,124669
MOREPENLAB,100288
PANACEABIO,131349
SUVEN,130239
SMSPHARMA,132815
FILATEX,126227
SUTLEJTEX,132782
AMBIKCO,131978
RAJPALAYAM,132503
NITINSPIN,132698
NAHARSPING,100296
BASML,132674
NAHARINDUS,119136
SHIVATEX,111108
KKCL,132732
KITEX,121248
CANTABIL,219452
MONTECARLO,255045
PORRITSPEN,122122
CENTENKA,100280
0,126817
SPAL,209127
PGIL,132808
STARCEMENT,207945
JKLAKSHMI,100380
RAMCOIND,132369
MCL,284404
TRIL,200019
VETO,239649
0,106261
0,292457
PERMAGNET,104132
MAJESAUTO,100267
0,286150
INDOTECH,132717
KECL,190052
ANDHRSUGAR,190062
ANDREWYULE,126173
KESORAMIND,102937
TEXINFRA,105400
OSWALAGRO,100317
ASPINWALL,219253
0,104840
GILLANDERS,132716
NIITLTD,100304
APTECHT,132475
COMPUSOFT,132339
EDUCOMP,132696
KEERTI,286849
0,117063
ALANKIT,131082
EMKAY,132737
0,111605
INVENTURE,220196
0,111551
PRIMESECU,100337
0,132745
0,236705
STEELCITY,229571
MAWANASUG,123371
SAKHTISUG,107315
KMSUGAR,200037
RANASUG,107490
RAJSREESUG,100354
OSWALSUG,100319
0,132102
SIMBHALS,269357
0,132879
0,100333
RUBFILINTL,100367
CUPID,130843
0,109162
ELGIRUBCO,190023
GRPLTD,109152
HUBTOWN,132799
PODDARHOUS,123628
BIGBLOC,280524
TCIDEVELOP,223859
AMJLAND,100343
0,132435
NILASPACES,290380
BHAGYAPROP,228501
0,101423
0,112453
0,124091
WIMPLAST,126586
SINTEX,102742
PILITA,100327
PPL,295245
KRITIIND,126423
NAHARPOLY,123391
RAIN,100339
ORICONENT,113121
TNPETRO,100777
VIKASMCORP,277728
0,126169
KOTHARIPET,200034
KRONECOMM,123411
0,226637
0,126775
PUNJCOMMU,100346
UNIINFO,288575
0,111116
SHYAMTEL,117411
PEL,100302
ABBOTINDIA,100488
IPCALAB,124494
GLAXO,100660
0,223379
PRESSMN,109077
JAKHARIA,289549
0,219375
MITCON,222968
JKSYNTHETC,100306
KTIL,221281
0,101391
AJOONI,287916
ONWARDTEC,117536
0,132372
INSPIRISYS,132774
0,223944
0,126433
MINDTECK,117344
0,132344
ROLTA,100366
INTENTECH,132326
PANACHE,285514
0,117494
DCI,295850
0,117119
0,251894
0,117356
AMTL,237552
SFL,211969
GALAXYSURF,208190
JYOTHYLAB,200007
VIPIND,107880
ORIENTELEC,288401
BAJAJCON,220519
NAUKRI,132777
CAMS,210036
VAKRANGEE,111431
FSL,132809
ECLERX,200017
HGS,132859
MATRIMONY,223140
ALLSEC,132633
0,285974
0,122231
ABINFRA,290910
PIGL,288680
0,209069
TANTIACONS,132738
KAUSHALYA,200008
0,132425
RAMSARUP,132690
0,126839
0,120141
HONDAPOWER,122064
BBL,103960
TDPOWERSYS,223658
HPL,215796
HIRECT,104036
NELCO,104112
AKASH,284807
LIKHITHA,297009
RAMKY,209058
MEP,271118
BGRENERGY,200018
BRNL,275019
VASCONEQ,212035
REPL,289264
OBEROIRLTY,220018
PHOENIXLTD,103100
PRESTIGE,213838
NBCC,208801
DBL,226480
BRIGADE,200020
SUNTECK,112179
SOBHA,132784
IBREALEST,132832
MAGADSUGAR,286955
KOTARISUG,200033
PONNIERODE,132460
DEEPAKFERT,100645
MANGCHEFER,130011
SPIC,190030
MADRASFERT,200032
ZUARI,229943
NAGAFERT,226981
KHAICHEM,107794
RICOAUTO,120008
HINDCOMPOS,109635
0,108807
0,220964
PRECAM,252077
PPAP,200024
HARITASEAT,190043
RML,132661
ZFSTEERING,105163
UTTAMSUGAR,132729
DCMSRMIND,123369
UGARSUGAR,130363
KCPSUGIND,190067
SADBHAV,132710
INDIANHUME,104741
VINDHYATEL,117015
ATVPETRO,124488
JIYAECO,275233
0,124013
0,253746
LIBAS,284132
0,295145
ZENITHEXPO,112553
KRISHANA,284634
RAMAPHOSP,124037
MBAPL,213513
ARIES,200021
0,131862
0,124687
0,130433
RTNPOWER,218933
DPSCLTD,200503
GIPCL,117300
BFUTILITIE,132430
NBVENTURES,113023
RPOWER,200039
RELINFRA,100390
GVKPIL,132708
URJA,126987
MCDOWELL-N,132432
UBL,132478
RADICO,132497
GLOBUSSPR,200047
GMBREW,107488
ASALCBR,107526
TI,107205
0,107435
SDBL,107514
RVNL,209037
BVCL,132916
0,105650
BURNPUR,200004
0,114442
PURVA,132891
MAHLIFE,132313
KOLTEPATIL,200009
AHLUCONT,132811
PSPPROJECT,284184
OMAXE,132880
GINNIFILA,190025
INDIANACRY,114165
MARALOVER,121018
SUPER,112527
PIONEEREMB,114300
PRECOT,200030
PASHUPATI,287154
DAMODARIND,121220
AMARJOTHI,121097
XCHANGING,132616
CESCVENT,293705
ZENTEC,190032
KELLTONTEC,119602
DATAMATICS,132528
ONMOBILE,200044
EXPLEOSOL,218926
SAKSOFT,190051
63MOONS,126881
0,114183
UNIENTER,100429
STCINDIA,112531
0,114394
CEREBRAINT,132413
LT,100510
GMRINFRA,132754
KEC,132714
YAARII,210289
SANGHVIMOV,130073
0,250658
XELPMOC,291852
VIMTALABS,124394
GKWLIMITED,200036
PTL,109220
CREST,111413
VERTOZ,287655
0,130879
0,245636
MAXVIL,279685
KICL,220965
BALAXI,226691
BINDALAGRO,200031
NSIL,132256
VLSFINANCE,111333
0,243036
0,130185
SURANAT&P,117530
0,287365
CORDSCABLE,200042
CMICABLES,117330
0,104240
0,131472
ARVINDFASN,293665
SPENCERS,209306
FEL,123574
SORILINFRA,132679
V2RETAIL,132867
KHADIM,200075
PRAXIS,287819
OSIAHYPER,294424
ARCHIES,132212
SUDARSCHEM,106655
KIRIINDUS,200079
BHAGERIA,130803
VIDHIING,131717
SHREEPUSHK,271117
DYNPRO,132707
ASAHISONG,132853
RKEC,287352
IL&FSTRANS,210277
A2ZINFRA,207654
COROENGG,220554
PUNJLLOYD,132693
GAMMNINFRA,200068
ATLANTA,132759
0,279870
0,130215
SADBHIN,229458
0,212642
PATELENG,131120
POWERMECH,252076
RIIL,123445
SHRIRAMEPC,200051
0,200058
KAYA,224770
0,124520
ARTEMISMED,236257
0,126783
0,123696
LOTUSEYE,200080
0,275502
0,126139
0,126301
BANKA,288357
TARMAT,132869
SPMLINFRA,100402
IL&FSENGG,132907
ARSSINFRA,209930
0,200064
0,293362
UNIVASTU,286712
SUPREMEINF,132904
INDSWFTLAB,132305
LINCOLN,131633
ZOTA,285652
LASA,287316
GUJTHEMIS,106879
BAFNAPH,200062
THEMISMED,130199
0,124470
ALBERTDAVD,124075
KSOLVES,298838
CTE,132801
RSSOFTWARE,117447
SOFTTECH,289105
0,217887
GSS,200053
INNOVANA,287772
0,130643
0,284224
TRIDENT,121064
0,289858
GOKULAGRO,280212
0,124332
0,220919
0,131069
GOKUL,200070
RUCHINFRA,109020
ROML,209040
0,119003
MANINFRA,200083
GAYAPROJ,132767
CENTURYPLY,132548
GREENPANEL,295732
GREENPLY,126797
0,131859
ARCHIDPLY,200099
0,116003
0,116062
MANGTIMBER,116007
ADL,300014
NAVNETEDUL,108989
DBCORP,200067
JAGRAN,132705
MPSLTD,132440
SANDESH,126725
REPRO,132687
HMVL,220559
OMMETALS,131092
SIMPLEXINF,123838
MBLINFRA,219780
0,278790
NIRAJ,200089
0,245919
NOIDATOLL,132481
GPTINFRA,221129
PVR,132689
INOXLEISUR,132706
PFOCUS,132748
SAREGAMA,132163
BALAJITELE,132382
MMWL,112267
DHANI,200101
ISEC,208365
MCX,208766
ANGELBRKG,209902
GEOJITFSL,132285
DOLAT,105526
SOMICONVEY,200112
0,236941
TIJARIA,212022
0,109196
TEXRAIL,222822
TWL,200115
USHAMART,117146
PRAKASH,106022
TIIL,132804
SHANKARA,200110
REMIMETAL,100365
0,212682
VSSL,224243
0,115043
0,109525
HINDNATGLS,115145
0,115147
BANARBEADS,126849
SEZAL,200109
TRIVENSHET,102281
0,200128
EASTSILK,190022
0,294653
JETKNIT,283125
ZEEL,105537
SUNTV,132733
0,126899
OSWALSEEDS,289048
0,200555
0,119238
0,130959
AGRITECH,200136
PONDYOXIDE,132626
0,130129
BHAGYANGR,112296
SAGARDEEP,280966
BCP,252809
ARCOTECH,200143
SHIRPUR-G,112289
0,132455
CUBEXTUB,126027
0,130233
0,131739
0,281566
0,200199
0,130163
0,124654
VAISHALI,227717
ADANIENT,112599
ADANIGAS,228347
GUJGASLTD,249927
SUNDRMFAST,100403
REDINGTON,132805
MMTC,113377
0,101421
MAJESCO,276987
DEVIT,285304
0,132373
IZMO,132341
BODHTREE,200173
DSSL,132365
ELNET,117477
MEGASOFT,132408
BHARTIARTL,132454
0,132404
0,200270
0,131364
0,117429
0,130175
PAGEIND,132827
ALOKINDS,121070
WELSPUNIND,114162
KPRMILL,132889
VTL,102986
GARFIBRES,109557
ATALREAL,297403
0,123566
0,111714
0,130053
BSELINFRA,132123
0,200340
0,102445
0,114332
0,278427
MYSORPETRO,106734
0,124640
0,130475
MEDICAPS,123144
BEARDSELL,219320
0,200390
0,238306
HINDCON,277548
PROLIFE,284133
BBTC,101425
KSCL,132899
VENKEYS,123261
GOODRICKE,100166
NATHBIOGEN,200313
0,245238
