0,123248
0,105712
0,209365
0,200022
0,130711
0,293975
0,105737
0,122105
0,276944
0,122650
0,122183
0,106248
0,104176
0,109438
0,123023
0,109546
0,132855
0,111628
0,101370
0,131169
0,100212
0,243682
0,131203
0,112217
0,270491
0,208341
0,130341
0,100069
0,112381
0,256421
0,100120
0,114418
0,106642
0,124648
0,276357
0,126747
0,288715
0,131869
0,131979
0,225903
0,123232
0,244937
0,131234
0,102587
0,255761
0,243893
0,126935
0,130405
0,243755
0,100143
0,256591
0,111501
0,131259
0,126115
0,254197
0,217688
0,113430
0,131327
0,131847
0,132468
0,130431
0,104028
0,132029
0,241877
0,101298
0,123850
0,255008
0,213344
0,126723
0,105710
0,131172
0,132230
0,114302
0,130355
0,107872
0,114010
0,288323
0,190060
0,102873
0,283888
0,126161
0,123550
0,113097
0,219491
0,293504
0,131041
0,288345
0,290394
0,109472
0,274990
0,124412
0,107836
0,132742
0,270085
0,132406
0,252844
0,279657
0,295781
0,225142
0,106522
0,245238
0,245106
0,105141
0,132410
0,276881
0,131417
0,111144
0,131278
0,130067
0,250197
0,126179
0,131609
0,130151
0,114470
0,114450
0,100360
0,105690
0,299000
0,105725
0,122152
0,243938
0,113507
0,122215
0,248008
0,112589
0,268765
0,254245
0,130263
0,100206
0,245277
0,131025
0,131582
0,105872
0,117500
0,119566
0,119285
0,226568
0,131834
0,132323
0,132841
0,207644
0,118011
0,130977
0,287353
0,101831
0,119295
0,119152
0,119216
0,123672
0,209393
0,131112
0,131253
0,124174
0,131158
0,267529
0,104959
0,105358
0,285556
0,105302
0,285139
0,124506
0,131637
0,131398
0,220082
0,130665
0,245147
0,114215
0,278531
0,109835
0,103863
0,114400
0,121080
0,270101
0,121188
0,114113
0,126159
0,107645
0,281896
0,126817
0,106261
0,292457
0,286150
0,104840
0,117063
0,111605
0,111551
0,132745
0,236705
0,132102
0,132879
0,100333
0,109162
0,132435
0,101423
0,112453
0,124091
0,126169
0,226637
0,126775
0,111116
0,223379
0,219375
0,101391
0,132372
0,223944
0,126433
0,132344
0,117494
0,117119
0,251894
0,117356
0,285974
0,122231
0,209069
0,132425
0,126839
0,120141
0,108807
0,220964
0,124013
0,253746
0,295145
0,131862
0,124687
0,130433
0,107435
0,105650
0,114442
0,114183
0,114394
0,250658
0,130879
0,245636
0,243036
0,130185
0,287365
0,104240
0,131472
0,279870
0,130215
0,212642
0,200058
0,124520
0,126783
0,123696
0,275502
0,126139
0,126301
0,200064
0,293362
0,124470
0,217887
0,130643
0,284224
0,289858
0,124332
0,220919
0,131069
0,119003
0,131859
0,116003
0,116062
0,278790
0,245919
0,236941
0,109196
0,212682
0,115043
0,109525
0,115147
0,200128
0,294653
0,126899
0,200555
0,119238
0,130959
0,130129
0,132455
0,130233
0,131739
0,281566
0,200199
0,130163
0,124654
0,101421
0,132373
0,132404
0,200270
0,131364
0,117429
0,130175
0,123566
0,111714
0,130053
0,200340
0,102445
0,114332
0,278427
0,124640
0,130475
0,200390
0,238306
0,104918
0,280526
0,289612
0,131129
0,284447
0,131225
0,132407
0,131161
0,272417
0,126117
0,105850
0,289159
0,289098
0,288547
0,287623
0,286634
0,111509
0,243950
0,285042
0,131346
0,130369
0,278157
0,106186
0,131878
0,119214
0,206227
0,131274
0,131509
0,131341
0,267112
0,272519
0,111585
0,273258
0,242441
0,110245
0,270054
0,132656
0,122165
0,132362
0,113005
0,131744
0,109895
0,289097
0,237594
0,276882
0,131268
0,131870
0,132271
0,248328
0,270933
0,131489
0,109051
0,132329
0,112175
0,130951
0,287181
0,219412
0,227768
0,116110
0,123054
0,109470
0,124675
0,109449
0,124624
0,108963
0,246010
0,131841
0,131360
0,254751
0,101314
0,270964
0,295952
0,111589
0,114036
0,244215
0,190035
0,130521
0,107817
0,121149
0,121151
0,126479
0,121178
0,121234
0,114358
0,131499
0,114087
